frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.19, 1.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.55, 0.00, 1.56, 0.00, 1.46, 0.00, 1.16, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.00, 0.47, 1.41, 0.16, 0.00, 0.00, 0.25, 0.11, 0.64, 0.00, 0.95, 0.00, 0.63, 1.25, 1.45, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.00, 0.65, 1.30, 0.38, 0.01, 0.00, 0.40, 0.11, 0.56, 0.08, 0.58, 0.00, 0.15, 2.08, 1.55, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.00, 0.00, 0.76, 0.98, 0.68, 0.15, 0.00, 0.58, 0.04, 0.39, 0.08, 0.40, 0.13, 0.00, 2.44, 1.52, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.00, 0.79, 0.67, 0.84, 0.56, 0.04, 0.67, 0.01, 0.16, 0.08, 0.28, 0.16, 0.00, 2.48, 1.37, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.02, 0.06, 0.68, 0.32, 0.93, 0.85, 0.12, 0.80, 0.01, 0.06, 0.06, 0.14, 0.18, 0.00, 2.53, 1.23, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.02, 0.06, 0.53, 0.20, 0.95, 1.01, 0.15, 0.74, 0.03, 0.00, 0.12, 0.05, 0.13, 0.00, 2.61, 1.04, 0.11, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.02, 0.16, 0.34, 0.10, 0.95, 0.99, 0.13, 0.65, 0.10, 0.00, 0.15, 0.00, 0.17, 0.00, 2.59, 0.93, 0.11, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.00, 0.16, 0.36, 0.17, 0.97, 1.08, 0.12, 0.57, 0.10, 0.00, 0.17, 0.00, 0.15, 0.00, 2.52, 0.80, 0.19, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.00, 0.22, 0.33, 0.12, 0.98, 1.15, 0.10, 0.56, 0.14, 0.00, 0.23, 0.00, 0.07, 0.00, 2.39, 0.69, 0.19, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.00, 0.12, 0.46, 0.08, 0.99, 1.08, 0.08, 0.52, 0.19, 0.00, 0.22, 0.00, 0.03, 0.00, 2.39, 0.50, 0.26, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.04, 0.06, 0.51, 0.00, 0.95, 0.98, 0.04, 0.35, 0.29, 0.00, 0.16, 0.00, 0.03, 0.00, 2.27, 0.35, 0.28, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.13, 0.00, 0.53, 0.00, 0.85, 0.88, 0.02, 0.18, 0.36, 0.00, 0.05, 0.00, 0.02, 0.00, 1.95, 0.17, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.23, 0.00, 0.59, 0.00, 0.67, 0.87, 0.02, 0.03, 0.37, 0.00, 0.02, 0.00, 0.06, 0.00, 1.53, 0.07, 0.19, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.22, 0.09, 0.49, 0.00, 0.58, 0.79, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.13, 0.00, 1.24, 0.00, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.21, 0.09, 0.55, 0.00, 0.52, 0.71, 0.02, 0.00, 0.32, 0.00, 0.00, 0.00, 0.13, 0.00, 1.19, 0.00, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.13, 0.09, 0.49, 0.00, 0.48, 0.51, 0.08, 0.00, 0.29, 0.00, 0.00, 0.00, 0.06, 0.00, 1.20, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
