frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.74, 0.00, 0.49, 0.20, 0.00, 0.70, 0.63, 0.66, 0.00, 0.33, 0.48, 0.00, 0.00, 0.00, 2.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2,  0.000,  0.98,  1, 0.05, 0.00, 0.60, 0.00, 0.41, 0.44, 0.00, 0.77, 0.55, 0.65, 0.01, 0.28, 0.40, 0.00, 0.03, 0.02, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3,  0.000,  0.98,  1, 0.09, 0.00, 0.48, 0.00, 0.32, 0.54, 0.00, 0.77, 0.48, 0.53, 0.01, 0.24, 0.37, 0.00, 0.08, 0.20, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4,  0.000,  0.98,  1, 0.14, 0.00, 0.45, 0.00, 0.29, 0.43, 0.00, 0.71, 0.46, 0.30, 0.00, 0.13, 0.25, 0.00, 0.19, 0.29, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5,  0.000,  0.98,  1, 0.15, 0.00, 0.42, 0.00, 0.25, 0.26, 0.00, 0.57, 0.42, 0.13, 0.00, 0.06, 0.24, 0.00, 0.27, 0.39, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.21, 0.02, 0.45, 0.00, 0.25, 0.10, 0.00, 0.46, 0.36, 0.02, 0.00, 0.00, 0.14, 0.00, 0.34, 0.32, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.20, 0.02, 0.46, 0.00, 0.28, 0.07, 0.00, 0.51, 0.31, 0.02, 0.00, 0.00, 0.14, 0.00, 0.38, 0.43, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.18, 0.02, 0.44, 0.00, 0.28, 0.14, 0.00, 0.58, 0.31, 0.06, 0.00, 0.00, 0.05, 0.00, 0.42, 0.48, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.09, 0.00, 0.38, 0.00, 0.29, 0.19, 0.00, 0.69, 0.36, 0.19, 0.00, 0.00, 0.00, 0.00, 0.43, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.03, 0.00, 0.28, 0.00, 0.22, 0.28, 0.00, 0.64, 0.35, 0.31, 0.00, 0.00, 0.00, 0.00, 0.28, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.02, 0.00, 0.32, 0.00, 0.21, 0.34, 0.00, 0.69, 0.38, 0.42, 0.00, 0.00, 0.00, 0.00, 0.21, 0.03, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.06, 0.00, 0.37, 0.00, 0.26, 0.56, 0.00, 0.87, 0.44, 0.54, 0.05, 0.03, 0.03, 0.00, 0.21, 0.00, 0.18, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.13, 0.01, 0.45, 0.00, 0.37, 0.63, 0.03, 1.17, 0.57, 0.81, 0.05, 0.08, 0.03, 0.00, 0.34, 0.03, 0.22, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.17, 0.01, 0.59, 0.00, 0.49, 0.77, 0.03, 1.47, 0.62, 0.89, 0.21, 0.25, 0.03, 0.00, 0.55, 0.31, 0.42, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.13, 0.01, 0.79, 0.00, 0.58, 0.66, 0.03, 1.72, 0.67, 0.92, 0.22, 0.36, 0.03, 0.00, 0.55, 0.50, 1.37, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.08, 0.00, 0.96, 0.00, 0.69, 0.79, 0.02, 1.78, 0.68, 0.91, 0.35, 0.48, 0.03, 0.00, 0.60, 0.73, 2.17, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
17,  0.000,  0.98,  1, 0.04, 0.00, 0.93, 0.00, 0.76, 0.95, 0.05, 1.78, 0.76, 1.07, 0.19, 0.47, 0.03, 0.00, 0.58, 0.64, 2.42, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
18,  0.000,  0.98,  1, 0.03, 0.00, 0.81, 0.00, 0.80, 1.18, 0.09, 1.79, 0.84, 1.21, 0.12, 0.42, 0.03, 0.00, 0.82, 0.83, 1.64, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
19,  0.000,  0.98,  1, 0.00, 0.00, 0.68, 0.00, 0.80, 1.12, 0.07, 1.93, 0.91, 1.11, 0.00, 0.31, 0.06, 0.00, 1.10, 1.02, 0.90, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
20,  0.000,  0.98,  1, 0.00, 0.00, 0.52, 0.00, 0.76, 0.92, 0.04, 1.97, 0.93, 0.94, 0.00, 0.15, 0.06, 0.00, 1.31, 1.13, 0.38, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
21,  0.000,  0.98,  1, 0.00, 0.10, 0.44, 0.00, 0.62, 0.67, 0.00, 1.94, 0.81, 0.74, 0.00, 0.06, 0.02, 0.00, 1.30, 0.86, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
22,  0.000,  0.98,  1, 0.02, 0.15, 0.39, 0.02, 0.41, 0.61, 0.00, 1.73, 0.66, 0.75, 0.00, 0.00, 0.00, 0.10, 0.92, 0.42, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
23,  0.000,  0.98,  1, 0.07, 0.24, 0.36, 0.02, 0.21, 0.56, 0.00, 1.40, 0.50, 0.79, 0.00, 0.09, 0.00, 0.32, 0.45, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0.000,  0.98,  1, 0.14, 0.23, 0.32, 0.02, 0.09, 0.63, 0.00, 1.07, 0.44, 0.85, 0.02, 0.31, 0.00, 0.64, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0.000,  0.98,  1, 0.20, 0.30, 0.30, 0.02, 0.08, 0.53, 0.00, 0.89, 0.42, 0.82, 0.02, 0.44, 0.00, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0.000,  0.98,  1, 0.15, 0.21, 0.33, 0.02, 0.16, 0.41, 0.00, 1.11, 0.46, 0.80, 0.02, 0.35, 0.00, 0.61, 0.01, 0.16, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0.000,  0.98,  1, 0.10, 0.14, 0.44, 0.02, 0.32, 0.48, 0.04, 1.38, 0.53, 0.87, 0.00, 0.16, 0.00, 0.29, 0.15, 0.38, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0.000,  0.98,  1, 0.19, 0.11, 0.63, 0.00, 0.41, 0.44, 0.07, 1.69, 0.67, 1.03, 0.00, 0.08, 0.00, 0.03, 0.32, 0.54, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0.000,  0.98,  1, 0.24, 0.11, 0.86, 0.00, 0.47, 0.61, 0.13, 1.80, 0.74, 1.12, 0.01, 0.13, 0.00, 0.00, 0.46, 0.54, 2.53, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0.000,  0.98,  1, 0.28, 0.11, 0.93, 0.00, 0.52, 0.71, 0.18, 1.86, 0.76, 1.18, 0.04, 0.27, 0.00, 0.00, 0.41, 0.54, 2.69, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
