frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.51, 0.44, 1.03, 0.00, 0.91, 1.65, 0.13, 1.81, 1.17, 0.96, 0.11, 0.64, 0.00, 0.00, 0.10, 1.01, 2.10, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2,  0.000,  0.98,  1, 0.38, 0.25, 0.81, 0.00, 0.94, 1.85, 0.10, 1.97, 1.11, 0.97, 0.06, 0.58, 0.00, 0.00, 0.03, 1.16, 1.70, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3,  0.000,  0.98,  1, 0.33, 0.10, 0.59, 0.00, 0.91, 1.94, 0.05, 1.93, 1.05, 0.98, 0.03, 0.55, 0.00, 0.00, 0.00, 1.21, 1.24, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4,  0.000,  0.98,  1, 0.32, 0.06, 0.49, 0.00, 0.84, 1.90, 0.05, 1.85, 1.03, 1.09, 0.02, 0.53, 0.00, 0.06, 0.00, 1.11, 0.82, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5,  0.000,  0.98,  1, 0.38, 0.06, 0.38, 0.00, 0.81, 1.74, 0.00, 1.67, 0.99, 1.07, 0.05, 0.65, 0.00, 0.15, 0.00, 0.97, 0.53, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6,  0.000,  0.98,  1, 0.41, 0.06, 0.37, 0.00, 0.79, 1.68, 0.00, 1.61, 1.04, 1.14, 0.05, 0.70, 0.00, 0.32, 0.00, 0.77, 0.44, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.41, 0.00, 0.34, 0.00, 0.81, 1.67, 0.00, 1.59, 1.10, 1.10, 0.03, 0.68, 0.00, 0.44, 0.00, 0.57, 0.32, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.35, 0.00, 0.28, 0.00, 0.87, 1.77, 0.00, 1.67, 1.21, 1.27, 0.02, 0.66, 0.00, 0.53, 0.00, 0.40, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.28, 0.00, 0.30, 0.00, 0.91, 1.78, 0.00, 1.76, 1.23, 1.22, 0.02, 0.67, 0.00, 0.51, 0.00, 0.32, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.16, 0.00, 0.26, 0.00, 0.94, 1.66, 0.00, 1.90, 1.35, 1.26, 0.03, 0.67, 0.00, 0.34, 0.06, 0.41, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.07, 0.00, 0.32, 0.00, 1.01, 1.53, 0.00, 2.16, 1.53, 1.24, 0.01, 0.40, 0.08, 0.16, 0.28, 0.49, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 1.17, 1.40, 0.00, 2.37, 1.85, 1.39, 0.03, 0.15, 0.08, 0.01, 0.46, 0.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 1.32, 1.40, 0.00, 2.39, 2.14, 1.49, 0.07, 0.02, 0.08, 0.00, 0.57, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 1.45, 1.43, 0.00, 2.27, 2.29, 1.59, 0.14, 0.07, 0.00, 0.00, 0.55, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.00, 0.00, 0.03, 0.00, 1.55, 1.48, 0.00, 2.23, 2.39, 1.70, 0.23, 0.07, 0.00, 0.01, 0.70, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.61, 1.62, 0.00, 2.27, 2.43, 1.75, 0.22, 0.05, 0.00, 0.01, 0.74, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.63, 1.66, 0.00, 2.29, 2.49, 1.70, 0.23, 0.00, 0.00, 0.01, 0.85, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 1.65, 1.77, 0.00, 2.29, 2.52, 1.56, 0.28, 0.00, 0.00, 0.00, 0.90, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0.000,  0.98,  1, 0.00, 0.00, 0.07, 0.01, 1.70, 1.70, 0.00, 2.28, 2.49, 1.56, 0.33, 0.00, 0.01, 0.00, 1.05, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
