frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.29, 0.71, 1.47, 0.72, 0.00, 0.00, 0.18, 0.54, 0.00, 0.77, 0.00, 0.65, 0.00, 0.36, 1.79, 0.82, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.32, 0.83, 1.37, 0.57, 0.00, 0.00, 0.17, 0.59, 0.00, 0.99, 0.00, 0.80, 0.00, 0.32, 1.80, 0.82, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.35, 0.86, 1.30, 0.46, 0.00, 0.00, 0.19, 0.54, 0.00, 1.04, 0.05, 0.97, 0.05, 0.41, 1.55, 0.79, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.34, 0.86, 1.18, 0.29, 0.00, 0.00, 0.17, 0.31, 0.00, 0.93, 0.28, 1.29, 0.05, 0.68, 0.86, 0.71, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.28, 0.69, 1.23, 0.27, 0.00, 0.00, 0.13, 0.16, 0.00, 0.95, 0.56, 1.60, 0.18, 0.86, 0.34, 0.53, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.25, 0.61, 1.26, 0.14, 0.00, 0.00, 0.06, 0.03, 0.00, 0.89, 0.87, 1.80, 0.18, 0.92, 0.00, 0.29, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.25, 0.50, 1.27, 0.15, 0.00, 0.00, 0.05, 0.03, 0.00, 0.85, 0.83, 1.76, 0.25, 0.82, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.18, 0.42, 1.19, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.79, 0.91, 1.83, 0.14, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.16, 0.23, 1.14, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.81, 0.84, 1.90, 0.31, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.21, 0.14, 1.14, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.83, 0.87, 1.87, 0.32, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
