frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.82, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.76, 0.72, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.02, 0.00, 0.85, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.73, 0.86, 0.00, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.08, 0.01, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.63, 0.86, 0.00, 0.52, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.18, 0.01, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.38, 0.65, 0.00, 0.42, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.26, 0.01, 1.18, 0.06, 0.00, 0.00, 0.00, 0.02, 0.00, 0.46, 0.38, 0.42, 0.00, 0.24, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.33, 0.00, 1.33, 0.06, 0.00, 0.00, 0.00, 0.21, 0.00, 0.55, 0.23, 0.22, 0.00, 0.10, 0.30, 0.05, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.42, 0.01, 1.40, 0.06, 0.00, 0.00, 0.00, 0.40, 0.00, 0.65, 0.22, 0.13, 0.00, 0.01, 0.75, 0.24, 0.68, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.50, 0.01, 1.45, 0.00, 0.00, 0.04, 0.08, 0.62, 0.00, 0.68, 0.18, 0.08, 0.06, 0.00, 1.41, 0.49, 1.53, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.49, 0.01, 1.50, 0.00, 0.00, 0.24, 0.13, 0.73, 0.00, 0.73, 0.21, 0.16, 0.06, 0.00, 1.56, 0.71, 1.92, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
10,  0.000,  0.98,  1, 0.38, 0.00, 1.54, 0.00, 0.00, 0.24, 0.16, 0.78, 0.00, 0.57, 0.15, 0.30, 0.06, 0.00, 1.53, 0.87, 1.58, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
11,  0.000,  0.98,  1, 0.20, 0.00, 1.42, 0.00, 0.00, 0.20, 0.11, 0.71, 0.00, 0.45, 0.07, 0.42, 0.00, 0.00, 1.21, 0.91, 0.82, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
12,  0.000,  0.98,  1, 0.08, 0.00, 1.32, 0.00, 0.00, 0.00, 0.10, 0.63, 0.00, 0.27, 0.12, 0.51, 0.00, 0.00, 1.04, 0.94, 0.32, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0.000,  0.98,  1, 0.01, 0.00, 1.23, 0.00, 0.00, 0.00, 0.07, 0.55, 0.00, 0.33, 0.16, 0.51, 0.00, 0.00, 0.90, 0.89, 0.19, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14,  0.000,  0.98,  1, 0.00, 0.00, 1.23, 0.00, 0.00, 0.00, 0.06, 0.51, 0.00, 0.41, 0.23, 0.55, 0.00, 0.00, 0.85, 0.85, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.04, 0.00, 1.15, 0.00, 0.00, 0.00, 0.04, 0.41, 0.00, 0.48, 0.20, 0.58, 0.00, 0.01, 0.91, 0.76, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.04, 0.00, 1.15, 0.00, 0.00, 0.00, 0.04, 0.46, 0.00, 0.54, 0.15, 0.57, 0.00, 0.01, 1.15, 0.81, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.04, 0.00, 1.20, 0.00, 0.00, 0.00, 0.07, 0.58, 0.00, 0.61, 0.04, 0.50, 0.00, 0.01, 1.37, 0.92, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.00, 0.03, 1.27, 0.02, 0.00, 0.00, 0.07, 0.74, 0.00, 0.68, 0.00, 0.27, 0.05, 0.00, 1.56, 0.97, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
