frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.90, 0.41, 0.18, 0.00, 0.00, 0.00, 1.27, 0.88, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.01, 0.34, 0.91, 0.53, 0.15, 0.07, 0.00, 0.00, 1.01, 0.84, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.02, 0.00, 0.03, 0.00, 0.00, 0.00, 0.01, 0.29, 0.87, 0.60, 0.22, 0.15, 0.00, 0.00, 0.79, 0.79, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4,  0.000,  0.98,  1, 0.02, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.15, 0.80, 0.54, 0.20, 0.24, 0.02, 0.00, 0.55, 0.68, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.02, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.08, 0.71, 0.51, 0.21, 0.27, 0.05, 0.00, 0.31, 0.62, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.01, 0.67, 0.39, 0.19, 0.34, 0.09, 0.04, 0.10, 0.55, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.59, 0.32, 0.32, 0.36, 0.10, 0.08, 0.02, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.55, 0.22, 0.35, 0.40, 0.11, 0.13, 0.00, 0.33, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.03, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.25, 0.31, 0.39, 0.16, 0.14, 0.00, 0.16, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.03, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.29, 0.27, 0.41, 0.20, 0.15, 0.00, 0.04, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.03, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.35, 0.27, 0.42, 0.26, 0.16, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.05, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.43, 0.34, 0.27, 0.50, 0.21, 0.20, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
