frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.43, 0.33, 1.19, 0.20, 0.00, 0.50, 0.00, 0.84, 0.39, 0.44, 0.00, 0.35, 0.00, 0.00, 1.95, 0.88, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.50, 0.47, 1.20, 0.11, 0.00, 0.17, 0.08, 0.83, 0.31, 0.27, 0.00, 0.13, 0.00, 0.00, 2.01, 0.77, 0.22, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.48, 0.53, 1.22, 0.10, 0.00, 0.00, 0.14, 0.81, 0.27, 0.21, 0.00, 0.01, 0.00, 0.00, 2.02, 0.74, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.39, 0.41, 1.21, 0.10, 0.00, 0.00, 0.24, 0.68, 0.28, 0.18, 0.00, 0.00, 0.00, 0.00, 2.01, 0.59, 0.19, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.39, 0.48, 1.18, 0.05, 0.00, 0.05, 0.24, 0.61, 0.25, 0.13, 0.00, 0.00, 0.00, 0.00, 1.90, 0.40, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.36, 0.48, 1.15, 0.00, 0.00, 0.06, 0.21, 0.55, 0.30, 0.08, 0.00, 0.00, 0.00, 0.00, 1.72, 0.13, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.29, 0.34, 1.14, 0.00, 0.02, 0.33, 0.20, 0.46, 0.31, 0.03, 0.00, 0.00, 0.00, 0.00, 1.51, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.22, 0.21, 1.08, 0.00, 0.02, 0.39, 0.18, 0.39, 0.35, 0.13, 0.00, 0.00, 0.00, 0.00, 1.53, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.21, 0.10, 1.08, 0.00, 0.03, 0.75, 0.25, 0.32, 0.36, 0.16, 0.00, 0.00, 0.00, 0.00, 1.58, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.20, 0.19, 1.08, 0.00, 0.04, 0.76, 0.25, 0.40, 0.37, 0.24, 0.00, 0.00, 0.00, 0.00, 1.65, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.14, 0.16, 1.11, 0.00, 0.04, 0.75, 0.26, 0.56, 0.34, 0.31, 0.00, 0.01, 0.06, 0.00, 1.80, 0.17, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.04, 0.10, 1.14, 0.00, 0.02, 0.50, 0.20, 0.60, 0.25, 0.40, 0.00, 0.01, 0.15, 0.00, 1.78, 0.42, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.00, 0.02, 1.14, 0.00, 0.00, 0.36, 0.11, 0.50, 0.16, 0.42, 0.00, 0.20, 0.22, 0.11, 1.30, 0.53, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.00, 0.02, 1.10, 0.00, 0.00, 0.27, 0.04, 0.27, 0.11, 0.37, 0.00, 0.41, 0.18, 0.25, 0.59, 0.56, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.00, 0.02, 1.05, 0.00, 0.00, 0.36, 0.00, 0.11, 0.08, 0.36, 0.00, 0.55, 0.09, 0.39, 0.07, 0.50, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.00, 0.06, 1.00, 0.00, 0.00, 0.21, 0.00, 0.04, 0.10, 0.34, 0.00, 0.49, 0.01, 0.38, 0.04, 0.59, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.00, 0.06, 0.94, 0.00, 0.00, 0.26, 0.00, 0.12, 0.13, 0.38, 0.00, 0.40, 0.00, 0.40, 0.04, 0.48, 0.13, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.00, 0.06, 0.81, 0.00, 0.00, 0.10, 0.00, 0.13, 0.17, 0.31, 0.00, 0.35, 0.00, 0.41, 0.04, 0.35, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0.000,  0.98,  1, 0.00, 0.00, 0.79, 0.00, 0.00, 0.26, 0.00, 0.11, 0.20, 0.40, 0.00, 0.31, 0.00, 0.42, 0.00, 0.34, 0.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0.000,  0.98,  1, 0.00, 0.00, 0.86, 0.00, 0.00, 0.36, 0.00, 0.02, 0.17, 0.40, 0.00, 0.29, 0.00, 0.44, 0.00, 0.38, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0.000,  0.98,  1, 0.00, 0.00, 0.98, 0.00, 0.00, 0.52, 0.00, 0.01, 0.12, 0.55, 0.00, 0.39, 0.00, 0.41, 0.00, 0.57, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0.000,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.00, 0.52, 0.00, 0.05, 0.11, 0.64, 0.00, 0.42, 0.00, 0.36, 0.37, 0.69, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0.000,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.00, 0.36, 0.00, 0.19, 0.12, 0.77, 0.00, 0.40, 0.00, 0.19, 0.76, 0.95, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
24,  0.000,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.00, 0.28, 0.00, 0.36, 0.10, 0.71, 0.00, 0.25, 0.00, 0.07, 1.15, 1.17, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
25,  0.000,  0.98,  1, 0.00, 0.00, 1.13, 0.01, 0.00, 0.21, 0.00, 0.47, 0.07, 0.77, 0.00, 0.28, 0.00, 0.00, 1.05, 1.28, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
