frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.19, 0.96, 0.00, 0.00, 0.67, 0.00, 0.00, 0.02, 1.39, 1.00, 0.82, 0.31, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.09, 0.84, 0.00, 0.00, 0.78, 0.00, 0.00, 0.03, 1.27, 1.10, 0.88, 0.14, 1.02, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.03, 0.81, 0.00, 0.00, 0.91, 0.00, 0.00, 0.03, 1.27, 1.11, 0.96, 0.12, 0.99, 0.00, 0.00, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.16, 0.07, 1.06, 0.00, 0.00, 1.05, 0.02, 0.00, 0.05, 1.24, 1.01, 0.86, 0.21, 0.79, 0.00, 0.00, 0.66, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.29, 0.09, 1.16, 0.03, 0.00, 0.98, 0.02, 0.00, 0.10, 1.19, 0.90, 0.84, 0.27, 0.56, 0.00, 0.00, 1.69, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6,  0.000,  0.98,  1, 0.43, 0.13, 1.32, 0.03, 0.00, 1.11, 0.06, 0.10, 0.10, 1.07, 0.74, 0.85, 0.18, 0.31, 0.00, 0.00, 2.13, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.34, 0.11, 1.22, 0.03, 0.00, 1.10, 0.03, 0.24, 0.07, 0.93, 0.52, 0.86, 0.06, 0.17, 0.00, 0.12, 1.70, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.26, 0.11, 1.25, 0.00, 0.00, 1.30, 0.05, 0.51, 0.03, 0.74, 0.32, 0.84, 0.00, 0.08, 0.19, 0.31, 0.71, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.20, 0.07, 1.18, 0.00, 0.00, 1.11, 0.07, 0.64, 0.02, 0.58, 0.22, 0.62, 0.00, 0.00, 0.54, 0.66, 0.39, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.23, 0.06, 1.14, 0.02, 0.00, 1.03, 0.07, 0.78, 0.00, 0.56, 0.17, 0.53, 0.00, 0.00, 1.02, 0.83, 0.20, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.21, 0.03, 1.14, 0.02, 0.00, 0.87, 0.05, 0.74, 0.01, 0.56, 0.14, 0.42, 0.00, 0.00, 1.30, 0.84, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
