frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.09, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.47, 0.79, 0.16, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.03, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.48, 1.03, 0.05, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.58, 1.18, 0.00, 0.69, 0.00, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.00, 0.06, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 1.56, 1.15, 0.01, 0.62, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.06, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 1.46, 1.04, 0.01, 0.55, 0.00, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.07, 0.12, 1.05, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.18, 1.11, 0.81, 0.03, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.12, 0.05, 1.18, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.17, 0.73, 0.54, 0.03, 0.16, 0.25, 0.16, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.15, 0.07, 1.21, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.19, 0.41, 0.35, 0.06, 0.01, 0.55, 0.34, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.16, 0.12, 1.20, 0.00, 0.00, 0.00, 0.00, 0.38, 0.00, 0.22, 0.28, 0.24, 0.12, 0.00, 0.90, 0.54, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.21, 0.26, 1.21, 0.03, 0.00, 0.00, 0.01, 0.42, 0.00, 0.26, 0.27, 0.20, 0.19, 0.00, 0.98, 0.63, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.28, 0.28, 1.23, 0.16, 0.00, 0.00, 0.02, 0.43, 0.00, 0.22, 0.28, 0.17, 0.20, 0.00, 0.96, 0.73, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.28, 0.32, 1.26, 0.15, 0.00, 0.00, 0.06, 0.41, 0.00, 0.14, 0.22, 0.14, 0.12, 0.00, 0.96, 0.76, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.24, 0.31, 1.26, 0.20, 0.00, 0.00, 0.11, 0.32, 0.00, 0.16, 0.22, 0.20, 0.05, 0.00, 0.98, 0.78, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.17, 0.27, 1.28, 0.08, 0.00, 0.00, 0.14, 0.40, 0.00, 0.28, 0.20, 0.31, 0.01, 0.00, 0.94, 0.74, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.10, 0.13, 1.21, 0.10, 0.00, 0.00, 0.11, 0.33, 0.00, 0.42, 0.20, 0.34, 0.01, 0.00, 0.94, 0.70, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.06, 0.06, 1.13, 0.21, 0.00, 0.00, 0.04, 0.46, 0.00, 0.44, 0.23, 0.36, 0.00, 0.00, 0.87, 0.55, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.05, 0.17, 1.02, 0.33, 0.00, 0.00, 0.00, 0.44, 0.00, 0.40, 0.22, 0.23, 0.00, 0.00, 0.95, 0.38, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.07, 0.23, 1.02, 0.41, 0.00, 0.00, 0.00, 0.56, 0.02, 0.38, 0.20, 0.27, 0.00, 0.01, 0.93, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
19,  0.000,  0.98,  1, 0.04, 0.23, 1.05, 0.23, 0.00, 0.00, 0.00, 0.56, 0.04, 0.36, 0.10, 0.17, 0.00, 0.01, 1.00, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
20,  0.000,  0.98,  1, 0.02, 0.12, 0.99, 0.11, 0.00, 0.00, 0.00, 0.60, 0.09, 0.42, 0.03, 0.14, 0.00, 0.01, 1.22, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
21,  0.000,  0.98,  1, 0.02, 0.06, 1.00, 0.02, 0.00, 0.00, 0.00, 0.57, 0.07, 0.47, 0.00, 0.02, 0.00, 0.00, 1.41, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
22,  0.000,  0.98,  1, 0.04, 0.06, 1.08, 0.02, 0.00, 0.00, 0.06, 0.61, 0.05, 0.51, 0.00, 0.01, 0.04, 0.00, 1.52, 0.36, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
23,  0.000,  0.98,  1, 0.09, 0.06, 1.15, 0.02, 0.00, 0.00, 0.06, 0.66, 0.00, 0.46, 0.00, 0.05, 0.09, 0.00, 1.35, 0.61, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
24,  0.000,  0.98,  1, 0.07, 0.06, 1.16, 0.00, 0.00, 0.00, 0.13, 0.72, 0.00, 0.34, 0.00, 0.10, 0.09, 0.00, 1.13, 0.80, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
25,  0.000,  0.98,  1, 0.07, 0.01, 1.08, 0.00, 0.00, 0.00, 0.07, 0.61, 0.00, 0.49, 0.00, 0.11, 0.08, 0.00, 1.08, 0.74, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
26,  0.000,  0.98,  1, 0.01, 0.07, 1.12, 0.00, 0.00, 0.08, 0.07, 0.43, 0.00, 0.48, 0.00, 0.10, 0.03, 0.00, 0.99, 0.46, 0.14, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
