frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 2.46, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.22, 0.32, 1.16, 0.00, 1.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.00, 2.63, 0.01, 0.00, 0.28, 0.00, 0.00, 0.00, 0.23, 0.15, 1.11, 0.00, 1.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.00, 2.63, 0.01, 0.00, 0.28, 0.00, 0.00, 0.00, 0.21, 0.04, 0.93, 0.00, 1.00, 0.02, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.00, 0.00, 2.60, 0.06, 0.00, 0.12, 0.00, 0.00, 0.00, 0.26, 0.00, 0.82, 0.06, 0.72, 0.41, 0.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.00, 2.54, 0.07, 0.00, 0.07, 0.00, 0.00, 0.00, 0.24, 0.00, 0.60, 0.07, 0.37, 0.97, 0.86, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.00, 0.00, 2.51, 0.07, 0.00, 0.10, 0.00, 0.04, 0.00, 0.19, 0.00, 0.51, 0.15, 0.11, 1.66, 1.32, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.00, 0.00, 2.29, 0.23, 0.00, 0.09, 0.00, 0.08, 0.00, 0.10, 0.00, 0.27, 0.18, 0.00, 1.94, 1.67, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.00, 0.00, 2.12, 0.47, 0.00, 0.25, 0.00, 0.22, 0.00, 0.00, 0.00, 0.13, 0.24, 0.00, 2.15, 1.88, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.00, 0.00, 2.05, 1.07, 0.14, 0.39, 0.00, 0.20, 0.00, 0.00, 0.00, 0.03, 0.33, 0.00, 2.22, 2.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.00, 0.00, 1.98, 1.30, 0.27, 0.60, 0.03, 0.22, 0.00, 0.02, 0.00, 0.00, 0.43, 0.00, 2.22, 2.17, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.00, 0.00, 1.95, 1.53, 0.39, 0.72, 0.03, 0.19, 0.00, 0.02, 0.00, 0.00, 0.45, 0.00, 2.16, 2.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.00, 0.00, 1.84, 1.34, 0.44, 0.75, 0.03, 0.29, 0.00, 0.14, 0.00, 0.00, 0.47, 0.00, 2.13, 1.94, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.00, 0.00, 1.88, 1.38, 0.49, 0.81, 0.01, 0.33, 0.00, 0.36, 0.00, 0.00, 0.43, 0.00, 2.15, 1.78, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.00, 0.00, 1.79, 1.22, 0.57, 0.78, 0.01, 0.41, 0.00, 0.58, 0.00, 0.00, 0.56, 0.00, 2.13, 1.73, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.00, 0.00, 1.79, 1.10, 0.63, 0.85, 0.01, 0.49, 0.00, 0.65, 0.00, 0.00, 0.55, 0.00, 2.04, 1.64, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.00, 0.00, 1.69, 0.91, 0.65, 0.98, 0.06, 0.54, 0.00, 0.66, 0.00, 0.00, 0.62, 0.00, 2.01, 1.59, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.00, 0.00, 1.69, 0.89, 0.65, 1.10, 0.07, 0.51, 0.00, 0.73, 0.00, 0.00, 0.52, 0.00, 2.03, 1.65, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.00, 0.00, 1.66, 0.94, 0.61, 1.03, 0.07, 0.45, 0.00, 0.83, 0.00, 0.00, 0.57, 0.00, 2.07, 1.74, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
19,  0.000,  0.98,  1, 0.00, 0.00, 1.61, 0.63, 0.61, 0.89, 0.09, 0.53, 0.01, 0.90, 0.00, 0.00, 0.53, 0.00, 2.17, 1.89, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
20,  0.000,  0.98,  1, 0.00, 0.00, 1.49, 0.33, 0.51, 0.71, 0.16, 0.37, 0.01, 0.82, 0.00, 0.00, 0.61, 0.00, 2.09, 1.92, 0.92, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
21,  0.000,  0.98,  1, 0.00, 0.02, 1.42, 0.00, 0.32, 0.54, 0.16, 0.23, 0.01, 0.54, 0.00, 0.00, 0.43, 0.00, 1.96, 1.96, 1.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
22,  0.000,  0.98,  1, 0.00, 0.02, 1.30, 0.00, 0.11, 0.34, 0.08, 0.00, 0.00, 0.22, 0.00, 0.11, 0.28, 0.00, 1.49, 1.91, 2.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
23,  0.000,  0.98,  1, 0.00, 0.02, 1.41, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.07, 0.00, 0.86, 1.71, 1.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
24,  0.000,  0.98,  1, 0.00, 0.00, 1.41, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.03, 0.11, 0.29, 1.20, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
25,  0.000,  0.98,  1, 0.04, 0.00, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.24, 0.00, 0.68, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
26,  0.000,  0.98,  1, 0.20, 0.02, 1.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.25, 0.00, 0.22, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0.000,  0.98,  1, 0.23, 0.13, 1.39, 0.00, 0.00, 0.02, 0.02, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.14, 0.35, 0.25, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0.000,  0.98,  1, 0.26, 0.13, 1.41, 0.00, 0.00, 0.02, 0.05, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.01, 0.75, 0.34, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
29,  0.000,  0.98,  1, 0.18, 0.11, 1.53, 0.00, 0.00, 0.02, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.08, 0.55, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
30,  0.000,  0.98,  1, 0.19, 0.00, 1.52, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 1.03, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
31,  0.000,  0.98,  1, 0.18, 0.07, 1.54, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.95, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
32,  0.000,  0.98,  1, 0.29, 0.08, 1.49, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.75, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
