frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.01, 0.12, 0.00, 0.15, 0.31, 0.17, 0.00, 0.60, 0.65, 1.49, 0.37, 0.15, 0.00, 0.06, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.05, 0.33, 0.00, 0.14, 0.35, 0.30, 0.05, 0.74, 0.69, 1.59, 0.37, 0.25, 0.00, 0.03, 0.48, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.12, 0.37, 0.04, 0.22, 0.40, 0.36, 0.07, 0.89, 0.72, 1.63, 0.41, 0.28, 0.00, 0.01, 0.56, 0.11, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.11, 0.18, 0.10, 0.19, 0.46, 0.52, 0.08, 0.93, 0.69, 1.50, 0.29, 0.29, 0.00, 0.00, 0.78, 0.18, 0.30, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.09, 0.08, 0.33, 0.12, 0.55, 0.65, 0.08, 1.04, 0.72, 1.42, 0.16, 0.23, 0.00, 0.00, 0.97, 0.31, 1.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6,  0.000,  0.98,  1, 0.05, 0.00, 0.52, 0.00, 0.59, 0.89, 0.05, 1.02, 0.69, 1.26, 0.00, 0.21, 0.00, 0.00, 1.28, 0.44, 1.57, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.07, 0.00, 0.58, 0.00, 0.54, 0.90, 0.00, 0.97, 0.73, 1.11, 0.00, 0.11, 0.00, 0.00, 1.43, 0.51, 1.56, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.07, 0.00, 0.40, 0.00, 0.49, 0.85, 0.01, 0.96, 0.70, 1.04, 0.00, 0.05, 0.00, 0.00, 1.48, 0.58, 0.83, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.05, 0.00, 0.21, 0.00, 0.42, 0.74, 0.02, 0.93, 0.72, 0.91, 0.00, 0.00, 0.00, 0.00, 1.39, 0.60, 0.35, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
10,  0.000,  0.98,  1, 0.01, 0.00, 0.16, 0.00, 0.45, 0.72, 0.02, 0.99, 0.73, 1.00, 0.01, 0.00, 0.00, 0.00, 1.31, 0.60, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
