frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.28, 0.00, 0.00, 0.00, 0.80, 0.72, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.02, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.05, 0.18, 0.00, 0.13, 0.02, 0.00, 0.00, 0.81, 0.79, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.02, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.05, 0.18, 0.02, 0.14, 0.10, 0.00, 0.00, 0.77, 0.77, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.01, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.02, 0.18, 0.02, 0.14, 0.11, 0.00, 0.00, 0.64, 0.76, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.02, 0.18, 0.02, 0.10, 0.11, 0.00, 0.00, 0.59, 0.71, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.07, 0.00, 0.07, 0.04, 0.00, 0.00, 0.00, 0.02, 0.16, 0.00, 0.01, 0.05, 0.00, 0.00, 0.51, 0.70, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.08, 0.00, 0.03, 0.04, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.04, 0.02, 0.00, 0.00, 0.47, 0.71, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.09, 0.02, 0.02, 0.13, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.08, 0.02, 0.00, 0.00, 0.46, 0.76, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.02, 0.03, 0.05, 0.09, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.15, 0.07, 0.00, 0.00, 0.52, 0.75, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.07, 0.03, 0.09, 0.09, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.16, 0.07, 0.00, 0.00, 0.55, 0.70, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.07, 0.01, 0.10, 0.07, 0.00, 0.00, 0.00, 0.00, 0.16, 0.00, 0.19, 0.08, 0.00, 0.00, 0.54, 0.54, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
