frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.73, 0.10, 0.00, 0.35, 0.00, 0.00, 0.03, 0.00, 0.00, 0.61, 0.00, 0.55, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.00, 0.68, 0.20, 0.00, 0.33, 0.00, 0.00, 0.01, 0.00, 0.02, 0.57, 0.01, 0.39, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.00, 0.63, 0.16, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.02, 0.51, 0.03, 0.30, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.00, 0.00, 0.65, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.02, 0.29, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.00, 0.71, 0.07, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.02, 0.27, 0.18, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.00, 0.00, 0.82, 0.07, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.42, 0.00, 0.21, 0.16, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.00, 0.01, 0.81, 0.07, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 0.13, 0.29, 0.04, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.00, 0.01, 0.91, 0.07, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.06, 0.43, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.00, 0.01, 0.94, 0.07, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.04, 0.23, 0.00, 0.03, 0.63, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.00, 0.00, 1.02, 0.07, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.09, 0.18, 0.00, 0.00, 0.76, 0.76, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.00, 0.00, 1.08, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.15, 0.19, 0.00, 0.00, 0.73, 0.84, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.19, 0.00, 1.26, 0.00, 0.00, 0.31, 0.01, 0.00, 0.00, 0.00, 0.19, 0.20, 0.00, 0.00, 0.81, 0.93, 0.76, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.38, 0.00, 1.50, 0.00, 0.00, 0.74, 0.01, 0.00, 0.00, 0.00, 0.26, 0.26, 0.00, 0.00, 0.80, 1.07, 1.56, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
14,  0.000,  0.98,  1, 0.43, 0.00, 1.61, 0.00, 0.00, 0.91, 0.04, 0.00, 0.00, 0.00, 0.20, 0.34, 0.00, 0.00, 0.84, 1.23, 2.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
15,  0.000,  0.98,  1, 0.24, 0.00, 1.61, 0.00, 0.00, 1.01, 0.05, 0.00, 0.00, 0.00, 0.14, 0.48, 0.00, 0.00, 0.67, 1.31, 1.64, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.05, 0.00, 1.57, 0.00, 0.00, 0.81, 0.06, 0.00, 0.00, 0.00, 0.01, 0.51, 0.00, 0.00, 0.52, 1.23, 0.95, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
17,  0.000,  0.98,  1, 0.00, 0.00, 1.49, 0.00, 0.00, 0.72, 0.05, 0.00, 0.00, 0.00, 0.12, 0.58, 0.00, 0.00, 0.43, 1.26, 0.52, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
18,  0.000,  0.98,  1, 0.00, 0.00, 1.33, 0.00, 0.00, 0.64, 0.02, 0.00, 0.00, 0.00, 0.11, 0.60, 0.00, 0.00, 0.46, 1.11, 0.24, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
19,  0.000,  0.98,  1, 0.00, 0.00, 1.20, 0.00, 0.00, 0.59, 0.02, 0.00, 0.00, 0.00, 0.11, 0.64, 0.00, 0.00, 0.40, 0.90, 0.17, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0.000,  0.98,  1, 0.00, 0.00, 1.08, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.15, 0.52, 0.00, 0.00, 0.25, 0.43, 0.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0.000,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.00, 0.41, 0.02, 0.00, 0.00, 0.00, 0.15, 0.40, 0.00, 0.00, 0.12, 0.21, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
