frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.32, 0.55, 0.17, 1.31, 1.04, 1.38, 0.00, 0.00, 0.43, 0.00, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.00, 0.00, 0.14, 0.00, 0.40, 0.55, 0.16, 1.32, 1.12, 1.39, 0.08, 0.08, 0.16, 0.00, 0.68, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.00, 0.09, 0.11, 0.00, 0.43, 0.64, 0.22, 1.35, 1.16, 1.39, 0.17, 0.08, 0.03, 0.00, 0.68, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.00, 0.09, 0.16, 0.00, 0.42, 0.57, 0.19, 1.35, 1.18, 1.40, 0.19, 0.09, 0.06, 0.00, 0.77, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.09, 0.34, 0.00, 0.49, 0.68, 0.29, 1.44, 1.23, 1.46, 0.15, 0.20, 0.05, 0.00, 0.90, 0.38, 0.85, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.00, 0.00, 0.59, 0.00, 0.56, 0.65, 0.24, 1.50, 1.25, 1.47, 0.06, 0.20, 0.06, 0.00, 1.07, 0.55, 1.88, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.00, 0.01, 0.73, 0.00, 0.69, 0.97, 0.30, 1.65, 1.30, 1.52, 0.00, 0.14, 0.10, 0.00, 1.18, 0.83, 2.67, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.00, 0.02, 0.70, 0.00, 0.68, 1.14, 0.31, 1.70, 1.28, 1.49, 0.00, 0.08, 0.08, 0.00, 1.22, 1.15, 2.25, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.00, 0.10, 0.51, 0.00, 0.63, 1.14, 0.29, 1.71, 1.31, 1.46, 0.00, 0.10, 0.07, 0.00, 1.37, 1.45, 1.41, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
10,  0.000,  0.98,  1, 0.00, 0.10, 0.39, 0.00, 0.50, 0.82, 0.18, 1.65, 1.27, 1.36, 0.06, 0.07, 0.00, 0.00, 1.39, 1.58, 0.67, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
11,  0.000,  0.98,  1, 0.00, 0.09, 0.23, 0.00, 0.42, 0.57, 0.06, 1.60, 1.27, 1.23, 0.07, 0.12, 0.00, 0.00, 1.48, 1.60, 0.25, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.37, 0.40, 0.01, 1.64, 1.25, 1.19, 0.07, 0.12, 0.00, 0.00, 1.48, 1.64, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.00, 0.00, 0.14, 0.00, 0.36, 0.31, 0.00, 1.61, 1.21, 1.12, 0.07, 0.16, 0.00, 0.00, 1.51, 1.68, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 0.31, 0.43, 0.00, 1.55, 1.13, 1.04, 0.06, 0.06, 0.00, 0.00, 1.36, 1.66, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.34, 0.48, 0.00, 1.50, 1.05, 0.91, 0.06, 0.06, 0.00, 0.00, 1.18, 1.54, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
16,  0.000,  0.98,  1, 0.06, 0.00, 0.24, 0.09, 0.39, 0.66, 0.01, 1.48, 0.99, 0.85, 0.00, 0.02, 0.00, 0.00, 1.09, 1.33, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
17,  0.000,  0.98,  1, 0.09, 0.03, 0.23, 0.22, 0.42, 0.52, 0.01, 1.49, 0.96, 0.86, 0.00, 0.02, 0.00, 0.00, 1.12, 1.27, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
