frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.72, 0.02, 0.00, 0.00, 0.00, 0.07, 0.00, 0.16, 0.02, 0.73, 0.00, 0.00, 0.85, 0.12, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.02, 0.00, 0.84, 0.04, 0.00, 0.00, 0.00, 0.02, 0.00, 0.09, 0.17, 0.77, 0.00, 0.00, 0.76, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.02, 0.00, 0.88, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.30, 0.76, 0.00, 0.00, 0.73, 0.24, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.07, 0.02, 0.77, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.76, 0.00, 0.00, 0.76, 0.31, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.17, 0.02, 0.81, 0.04, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.31, 0.68, 0.00, 0.00, 0.87, 0.35, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.24, 0.05, 0.74, 0.13, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.23, 0.68, 0.00, 0.00, 0.96, 0.60, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.18, 0.03, 0.73, 0.17, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.20, 0.54, 0.03, 0.00, 0.95, 0.90, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.14, 0.10, 0.60, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.35, 0.09, 0.00, 0.82, 1.16, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.10, 0.17, 0.52, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.12, 0.09, 0.00, 0.66, 1.45, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.22, 0.26, 0.40, 0.30, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.08, 0.05, 0.45, 1.73, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.24, 0.28, 0.25, 0.59, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.17, 0.23, 1.95, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.32, 0.26, 0.11, 0.62, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.34, 0.04, 1.85, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13,  0.000,  0.98,  1, 0.36, 0.42, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.55, 0.00, 1.40, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
14,  0.000,  0.98,  1, 0.37, 0.53, 0.03, 0.25, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.77, 0.00, 0.91, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
15,  0.000,  0.98,  1, 0.31, 0.53, 0.09, 0.07, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.92, 0.00, 0.42, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.14, 0.40, 0.20, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.90, 0.00, 0.16, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
17,  0.000,  0.98,  1, 0.13, 0.19, 0.23, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.67, 0.00, 0.06, 0.74, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
18,  0.000,  0.98,  1, 0.11, 0.19, 0.17, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.39, 0.00, 0.23, 1.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
19,  0.000,  0.98,  1, 0.11, 0.11, 0.19, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.17, 0.15, 0.29, 0.50, 2.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
20,  0.000,  0.98,  1, 0.04, 0.11, 0.30, 0.00, 0.16, 0.22, 0.07, 0.06, 0.00, 0.00, 0.00, 0.05, 0.36, 0.04, 0.80, 0.66, 2.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
