frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.27, 1.17, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.42, 0.17, 0.30, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.05, 0.14, 0.99, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.49, 0.07, 0.25, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.05, 0.05, 0.92, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.22, 0.56, 0.06, 0.20, 0.25, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.05, 0.05, 0.96, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.63, 0.11, 0.15, 0.35, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.00, 0.01, 1.08, 0.17, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.23, 0.45, 0.11, 0.08, 0.75, 0.29, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.00, 0.00, 1.28, 0.17, 0.00, 0.04, 0.10, 0.00, 0.00, 0.00, 0.16, 0.31, 0.06, 0.02, 1.08, 0.65, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.00, 0.00, 1.39, 0.17, 0.00, 0.08, 0.15, 0.00, 0.00, 0.00, 0.12, 0.20, 0.00, 0.00, 1.39, 0.89, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.25, 0.00, 1.63, 0.05, 0.00, 0.23, 0.21, 0.00, 0.00, 0.00, 0.14, 0.28, 0.00, 0.00, 1.49, 1.16, 0.68, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.51, 0.01, 1.71, 0.00, 0.00, 0.30, 0.16, 0.00, 0.00, 0.00, 0.11, 0.27, 0.00, 0.00, 1.57, 1.29, 1.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
10,  0.000,  0.98,  1, 0.58, 0.15, 1.81, 0.00, 0.00, 0.54, 0.20, 0.00, 0.00, 0.00, 0.20, 0.20, 0.00, 0.00, 1.65, 1.55, 1.88, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
11,  0.000,  0.98,  1, 0.34, 0.15, 1.66, 0.00, 0.00, 0.54, 0.26, 0.00, 0.00, 0.00, 0.20, 0.13, 0.00, 0.00, 1.71, 1.52, 1.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
12,  0.000,  0.98,  1, 0.08, 0.14, 1.53, 0.00, 0.00, 0.54, 0.30, 0.00, 0.00, 0.00, 0.25, 0.08, 0.00, 0.00, 1.84, 1.42, 0.85, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
13,  0.000,  0.98,  1, 0.02, 0.00, 1.51, 0.00, 0.00, 0.26, 0.29, 0.00, 0.00, 0.00, 0.19, 0.08, 0.02, 0.00, 1.91, 1.27, 0.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
14,  0.000,  0.98,  1, 0.01, 0.04, 1.57, 0.00, 0.00, 0.11, 0.25, 0.00, 0.00, 0.00, 0.25, 0.01, 0.02, 0.00, 2.06, 1.09, 0.42, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
15,  0.000,  0.98,  1, 0.01, 0.06, 1.53, 0.00, 0.00, 0.11, 0.26, 0.00, 0.00, 0.00, 0.25, 0.01, 0.02, 0.00, 2.04, 0.97, 0.26, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.00, 0.06, 1.44, 0.00, 0.00, 0.18, 0.21, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 1.88, 0.78, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
17,  0.000,  0.98,  1, 0.00, 0.01, 1.24, 0.00, 0.00, 0.18, 0.15, 0.00, 0.00, 0.00, 0.09, 0.08, 0.13, 0.00, 1.59, 0.58, 0.21, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
18,  0.000,  0.98,  1, 0.00, 0.00, 1.24, 0.00, 0.00, 0.07, 0.09, 0.00, 0.00, 0.00, 0.00, 0.08, 0.13, 0.00, 1.23, 0.28, 0.25, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
19,  0.000,  0.98,  1, 0.00, 0.00, 1.17, 0.00, 0.00, 0.10, 0.05, 0.00, 0.00, 0.00, 0.05, 0.13, 0.13, 0.00, 0.92, 0.08, 0.22, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
20,  0.000,  0.98,  1, 0.00, 0.00, 1.16, 0.00, 0.00, 0.37, 0.03, 0.00, 0.03, 0.00, 0.18, 0.06, 0.00, 0.00, 0.84, 0.11, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
21,  0.000,  0.98,  1, 0.00, 0.00, 1.16, 0.00, 0.00, 0.63, 0.00, 0.00, 0.06, 0.00, 0.18, 0.16, 0.00, 0.00, 0.87, 0.20, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
22,  0.000,  0.98,  1, 0.03, 0.00, 1.20, 0.03, 0.00, 0.66, 0.02, 0.00, 0.06, 0.00, 0.13, 0.26, 0.00, 0.00, 1.07, 0.55, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
23,  0.000,  0.98,  1, 0.09, 0.00, 1.35, 0.03, 0.00, 0.52, 0.08, 0.00, 0.03, 0.00, 0.00, 0.42, 0.00, 0.00, 0.98, 0.92, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0.000,  0.98,  1, 0.16, 0.00, 1.34, 0.03, 0.00, 0.38, 0.08, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.77, 1.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0.000,  0.98,  1, 0.26, 0.00, 1.44, 0.00, 0.00, 0.35, 0.05, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.04, 0.46, 0.93, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0.000,  0.98,  1, 0.30, 0.05, 1.41, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.44, 0.00, 0.11, 0.31, 0.57, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0.000,  0.98,  1, 0.37, 0.05, 1.39, 0.05, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.19, 0.20, 0.38, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0.000,  0.98,  1, 0.29, 0.08, 1.30, 0.05, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.03, 0.60, 0.02, 0.28, 0.11, 0.28, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0.000,  0.98,  1, 0.22, 0.03, 1.29, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.70, 0.02, 0.42, 0.00, 0.29, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
