frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.14, 0.76, 1.24, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.23, 0.00, 0.24, 0.79, 2.34, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.22, 0.41, 1.24, 0.36, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.17, 1.24, 0.06, 0.08, 0.71, 2.51, 1.05, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
3,  0.000,  0.98,  1, 0.36, 0.28, 1.21, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.17, 1.07, 0.12, 0.00, 0.76, 2.66, 1.81, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4,  0.000,  0.98,  1, 0.47, 0.28, 1.20, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.18, 1.04, 0.12, 0.00, 0.80, 2.81, 1.93, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
5,  0.000,  0.98,  1, 0.29, 0.12, 1.38, 0.00, 0.05, 0.22, 0.00, 0.00, 0.00, 0.00, 0.15, 1.00, 0.16, 0.04, 0.68, 2.87, 1.36, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6,  0.000,  0.98,  1, 0.11, 0.00, 1.78, 0.00, 0.17, 0.52, 0.00, 0.07, 0.00, 0.00, 0.15, 1.11, 0.27, 0.18, 0.48, 2.84, 0.60, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.00, 0.00, 2.07, 0.02, 0.26, 0.70, 0.00, 0.17, 0.00, 0.00, 0.05, 1.06, 0.33, 0.38, 0.39, 2.68, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.00, 0.00, 2.21, 0.14, 0.35, 0.90, 0.00, 0.22, 0.00, 0.00, 0.00, 0.99, 0.32, 0.53, 0.45, 2.67, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.00, 0.00, 2.08, 0.25, 0.42, 0.80, 0.00, 0.22, 0.00, 0.00, 0.00, 0.82, 0.24, 0.52, 0.61, 2.54, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.00, 0.00, 2.07, 0.30, 0.52, 0.89, 0.00, 0.21, 0.00, 0.00, 0.00, 0.61, 0.15, 0.45, 0.66, 2.29, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.00, 0.00, 1.95, 0.17, 0.55, 0.62, 0.00, 0.15, 0.00, 0.00, 0.00, 0.28, 0.08, 0.26, 0.80, 2.06, 0.17, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0.000,  0.98,  1, 0.00, 0.00, 1.59, 0.07, 0.42, 0.41, 0.00, 0.09, 0.00, 0.00, 0.00, 0.10, 0.00, 0.12, 0.80, 1.94, 0.58, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
13,  0.000,  0.98,  1, 0.00, 0.10, 1.20, 0.00, 0.31, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 1.97, 0.90, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
14,  0.000,  0.98,  1, 0.00, 0.28, 0.85, 0.00, 0.24, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 1.87, 0.90, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
15,  0.000,  0.98,  1, 0.00, 0.28, 0.90, 0.00, 0.32, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 1.79, 0.49, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.00, 0.17, 0.93, 0.00, 0.38, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.90, 1.63, 0.16, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
