frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.10, 0.00, 0.77, 0.10, 0.31, 0.31, 0.00, 0.00, 0.00, 0.00, 0.72, 0.54, 0.00, 0.02, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.31, 0.01, 0.93, 0.08, 0.31, 0.46, 0.00, 0.05, 0.00, 0.00, 0.56, 0.49, 0.02, 0.01, 0.25, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.46, 0.02, 1.09, 0.18, 0.26, 0.51, 0.00, 0.05, 0.00, 0.00, 0.53, 0.48, 0.02, 0.00, 0.28, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.46, 0.02, 1.14, 0.19, 0.21, 0.53, 0.00, 0.00, 0.00, 0.00, 0.54, 0.58, 0.11, 0.00, 0.29, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.28, 0.01, 1.05, 0.20, 0.22, 0.49, 0.04, 0.00, 0.00, 0.00, 0.66, 0.59, 0.14, 0.00, 0.40, 0.41, 0.63, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.27, 0.00, 0.76, 0.06, 0.16, 0.33, 0.07, 0.00, 0.00, 0.00, 0.73, 0.62, 0.30, 0.00, 0.32, 0.49, 1.50, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7,  0.000,  0.98,  1, 0.21, 0.00, 0.51, 0.00, 0.13, 0.18, 0.09, 0.00, 0.00, 0.00, 0.82, 0.49, 0.37, 0.00, 0.23, 0.59, 2.28, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0.000,  0.98,  1, 0.25, 0.00, 0.47, 0.00, 0.12, 0.11, 0.06, 0.00, 0.00, 0.00, 0.73, 0.55, 0.36, 0.00, 0.08, 0.55, 2.11, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0.000,  0.98,  1, 0.08, 0.00, 0.62, 0.00, 0.20, 0.31, 0.06, 0.00, 0.00, 0.00, 0.68, 0.62, 0.21, 0.00, 0.06, 0.75, 1.59, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0.000,  0.98,  1, 0.10, 0.00, 0.72, 0.00, 0.23, 0.59, 0.07, 0.00, 0.00, 0.00, 0.54, 0.63, 0.12, 0.00, 0.07, 0.77, 0.94, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11,  0.000,  0.98,  1, 0.14, 0.00, 0.75, 0.00, 0.22, 0.73, 0.06, 0.00, 0.00, 0.00, 0.55, 0.55, 0.12, 0.00, 0.07, 0.84, 0.56, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12,  0.000,  0.98,  1, 0.29, 0.06, 0.65, 0.00, 0.22, 0.75, 0.03, 0.00, 0.00, 0.00, 0.54, 0.29, 0.11, 0.00, 0.01, 0.61, 0.26, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0.000,  0.98,  1, 0.38, 0.10, 0.73, 0.00, 0.22, 0.72, 0.05, 0.00, 0.00, 0.00, 0.63, 0.14, 0.06, 0.00, 0.00, 0.38, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14,  0.000,  0.98,  1, 0.39, 0.11, 0.68, 0.00, 0.24, 0.69, 0.12, 0.00, 0.00, 0.00, 0.45, 0.08, 0.00, 0.00, 0.00, 0.13, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
15,  0.000,  0.98,  1, 0.35, 0.12, 0.79, 0.02, 0.22, 0.68, 0.19, 0.00, 0.00, 0.00, 0.30, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16,  0.000,  0.98,  1, 0.31, 0.07, 0.82, 0.02, 0.19, 0.61, 0.18, 0.00, 0.00, 0.00, 0.40, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
17,  0.000,  0.98,  1, 0.23, 0.06, 0.91, 0.02, 0.16, 0.68, 0.11, 0.00, 0.00, 0.00, 0.70, 0.37, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
18,  0.000,  0.98,  1, 0.20, 0.04, 0.89, 0.00, 0.15, 0.76, 0.03, 0.00, 0.00, 0.00, 0.79, 0.47, 0.00, 0.00, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
19,  0.000,  0.98,  1, 0.18, 0.04, 0.87, 0.00, 0.17, 0.64, 0.00, 0.00, 0.00, 0.00, 0.55, 0.51, 0.00, 0.08, 0.00, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
20,  0.000,  0.98,  1, 0.16, 0.08, 0.81, 0.00, 0.15, 0.36, 0.00, 0.00, 0.00, 0.00, 0.31, 0.38, 0.00, 0.16, 0.00, 0.44, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
21,  0.000,  0.98,  1, 0.08, 0.11, 0.76, 0.00, 0.13, 0.07, 0.12, 0.00, 0.00, 0.00, 0.21, 0.30, 0.00, 0.16, 0.00, 0.07, 0.31, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
22,  0.000,  0.98,  1, 0.00, 0.18, 0.63, 0.01, 0.16, 0.00, 0.22, 0.00, 0.00, 0.00, 0.17, 0.17, 0.00, 0.08, 0.00, 0.07, 0.65, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
23,  0.000,  0.98,  1, 0.00, 0.15, 0.58, 0.00, 0.21, 0.00, 0.31, 0.00, 0.00, 0.00, 0.08, 0.07, 0.02, 0.00, 0.27, 0.25, 0.85, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
24,  0.000,  0.98,  1, 0.00, 0.16, 0.62, 0.00, 0.28, 0.00, 0.23, 0.00, 0.00, 0.00, 0.03, 0.00, 0.02, 0.00, 0.72, 0.65, 0.97, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
25,  0.000,  0.98,  1, 0.00, 0.08, 0.63, 0.00, 0.32, 0.00, 0.20, 0.02, 0.00, 0.00, 0.04, 0.00, 0.02, 0.00, 1.11, 0.85, 0.94, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
26,  0.000,  0.98,  1, 0.00, 0.07, 0.55, 0.00, 0.38, 0.00, 0.15, 0.02, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 1.09, 0.66, 0.82, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
27,  0.000,  0.98,  1, 0.00, 0.00, 0.50, 0.02, 0.40, 0.00, 0.17, 0.02, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.82, 0.26, 0.71, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
28,  0.000,  0.98,  1, 0.00, 0.00, 0.44, 0.02, 0.38, 0.00, 0.17, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.50, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0.000,  0.98,  1, 0.00, 0.01, 0.42, 0.08, 0.33, 0.00, 0.12, 0.00, 0.00, 0.00, 0.15, 0.00, 0.06, 0.00, 0.33, 0.00, 1.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0.000,  0.98,  1, 0.00, 0.12, 0.33, 0.11, 0.21, 0.00, 0.07, 0.00, 0.00, 0.00, 0.07, 0.00, 0.06, 0.00, 0.16, 0.00, 1.77, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
