frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 0.85, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.18, 0.51, 0.57, 0.00, 0.00, 0.01, 0.67, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.07, 0.00, 0.97, 0.14, 0.00, 0.00, 0.00, 0.20, 0.00, 0.27, 0.62, 0.67, 0.00, 0.00, 0.33, 0.64, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.13, 0.00, 1.07, 0.18, 0.00, 0.00, 0.00, 0.33, 0.00, 0.21, 0.52, 0.72, 0.00, 0.00, 0.53, 0.63, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.17, 0.00, 1.15, 0.18, 0.00, 0.00, 0.00, 0.30, 0.00, 0.20, 0.54, 0.71, 0.00, 0.00, 0.72, 0.70, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.21, 0.00, 1.21, 0.04, 0.00, 0.00, 0.00, 0.32, 0.00, 0.10, 0.32, 0.66, 0.00, 0.00, 0.86, 0.76, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.23, 0.00, 1.21, 0.00, 0.00, 0.00, 0.00, 0.29, 0.00, 0.12, 0.29, 0.60, 0.00, 0.00, 1.00, 0.89, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.22, 0.00, 1.20, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.02, 0.28, 0.61, 0.00, 0.00, 1.00, 0.92, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.19, 0.00, 1.17, 0.00, 0.00, 0.00, 0.00, 0.49, 0.00, 0.02, 0.34, 0.58, 0.00, 0.00, 1.05, 1.08, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.19, 0.00, 1.28, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 0.00, 0.32, 0.65, 0.00, 0.00, 1.14, 1.12, 0.17, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.25, 0.00, 1.34, 0.00, 0.00, 0.00, 0.02, 0.58, 0.00, 0.00, 0.22, 0.53, 0.00, 0.00, 1.07, 1.07, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11,  0.000,  0.98,  1, 0.18, 0.00, 1.36, 0.00, 0.00, 0.00, 0.02, 0.55, 0.00, 0.06, 0.21, 0.51, 0.00, 0.00, 1.10, 1.03, 0.17, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
