frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0.000,  0.98,  1, 0.00, 0.00, 1.10, 0.22, 0.00, 0.00, 0.09, 0.04, 0.00, 0.00, 0.00, 0.32, 0.01, 0.00, 1.43, 0.98, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0.000,  0.98,  1, 0.07, 0.00, 1.11, 0.20, 0.00, 0.00, 0.17, 0.16, 0.00, 0.00, 0.00, 0.27, 0.02, 0.00, 1.55, 1.15, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0.000,  0.98,  1, 0.17, 0.01, 1.20, 0.12, 0.00, 0.00, 0.24, 0.18, 0.00, 0.00, 0.00, 0.18, 0.02, 0.00, 1.59, 1.29, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4,  0.000,  0.98,  1, 0.19, 0.01, 1.25, 0.05, 0.00, 0.00, 0.24, 0.27, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 1.50, 1.26, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5,  0.000,  0.98,  1, 0.21, 0.01, 1.30, 0.05, 0.00, 0.00, 0.20, 0.29, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 1.44, 1.29, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6,  0.000,  0.98,  1, 0.15, 0.00, 1.30, 0.05, 0.00, 0.00, 0.13, 0.32, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 1.37, 1.22, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
7,  0.000,  0.98,  1, 0.09, 0.00, 1.35, 0.00, 0.00, 0.00, 0.10, 0.17, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 1.40, 1.17, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0.000,  0.98,  1, 0.17, 0.00, 1.36, 0.00, 0.00, 0.00, 0.10, 0.12, 0.00, 0.00, 0.00, 0.25, 0.00, 0.00, 1.27, 1.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0.000,  0.98,  1, 0.21, 0.00, 1.38, 0.00, 0.00, 0.00, 0.09, 0.15, 0.00, 0.00, 0.07, 0.26, 0.00, 0.00, 1.24, 0.93, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0.000,  0.98,  1, 0.21, 0.00, 1.32, 0.00, 0.00, 0.00, 0.10, 0.24, 0.00, 0.00, 0.07, 0.33, 0.00, 0.00, 1.18, 0.78, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
